Genome	Category	Function	GeneRule	Present	EvidenceType	AnalysisSet	Species	Phylum
TRUNC_100	Nitrogen cycling	Anammox	hzoA||hzsA	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	N2 fixation	anfDKG||nifDK||vnfDKG||nifH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	Nitrate reduction	napAB||narGH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	Nitrate reduction	napAB||narGH	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	Nitrate reduction	napAB||narGH	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	Nitric oxide reduction	norBC	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	Nitric oxide reduction	norBC	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	Nitrite oxidation	nxrAB	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
TRUNC_050	Nitrogen cycling	Nitrite reduction	nirKS||octR	false	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_070	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_090	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
TRUNC_100	Nitrogen cycling	Nitrite reduction	nirKS||octR	true	METABOLIC curated HMM/motif rule	Deterministic truncation sensitivity	Nitrosomonas europaea	Pseudomonadota
SGB_001	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	true	METABOLIC curated HMM/motif rule	Primary real MAG	Desulfobulbus oralis	Desulfobacterota
SGB_002	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nitrosomonas europaea	Pseudomonadota
SGB_003	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	true	METABOLIC curated HMM/motif rule	Primary real MAG	Porphyromonas gingivalis	Bacteroidota
SGB_004	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota
SGB_005	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Chlorobium limicola	Bacteroidota
SGB_006	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	true	METABOLIC curated HMM/motif rule	Primary real MAG	Shewanella baltica	Pseudomonadota
SGB_007	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota
SGB_008	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus islandicus	Thermoproteota
SGB_009	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Ignicoccus hospitalis	Thermoproteota
SGB_010	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocaldococcus jannaschii	AGJL01
SGB_011	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanocatella oralis	Methanobacteriota
SGB_012	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota
SGB_013	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Methanococcus maripaludis_D	AGJL01
SGB_014	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Persephonella marina	Aquificota
SGB_015	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota
SGB_016	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota
SGB_017	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota
SGB_018	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Nanoarchaeum equitans	Nanobdellota
SGB_019	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B
SGB_020	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Halobacterium salinarum	Halobacteriota
SGB_021	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	true	METABOLIC curated HMM/motif rule	Primary real MAG	Rhodopirellula baltica	Planctomycetota
SGB_022	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota
SGB_023	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga petrophila	Thermotogota
SGB_024	Nitrogen cycling	Nitrite reduction to ammonia	nrfADH||nirBD	false	METABOLIC curated HMM/motif rule	Primary real MAG	Thermotoga neapolitana	Thermotogota
