Sample	GeneID	NtLength	RawCount	CPM	RPKM	TPM	CountRank	TPMRank	RankShiftTPMMinusCount
MOCK2	megahit-co__c017075_24	3789	605	217.82625241994165	57.48911386116169	55.00001891465782	31	868	837
MOCK2	megahit-co__c017660_10	1563	432	155.53874552961122	99.51295299399311	95.2043600835645	122	83	-39
MOCK2	megahit-co__c017660_9	810	245	88.21063114526562	108.90201375958719	104.18690451703179	668	62	-606
MOCK2	megahit-co__c017730_22	3510	454	163.45970016306364	46.56971514617198	44.55339527541517	100	2433	2333
MOCK2	megahit-co__c017746_10	4536	481	173.18087175866435	38.17920453233341	36.52616696260372	80	4884	4804
MOCK2	megahit-co__c018052_8	144	93	33.484035495957976	232.5280242774859	222.4603037774378	6494	12	-6482
MOCK2	megahit-co__c018297_8	3537	468	168.50030765707882	47.63932927822415	45.57669853307763	88	2240	2152
MOCK2	megahit-m1__c000606_4	4416	481	173.18087175866435	39.21668291636421	37.51872584745707	81	4506	4425
MOCK2	megahit-m1__c001140_7	1449	411	147.97783428858847	102.12410923988162	97.70246160692118	144	74	-70
MOCK2	megahit-m1__c001267_6	1017	277	99.7320197030146	98.06491612882459	93.81901858802972	477	91	-386
MOCK2	megahit-m1__c001873_1	369	126	45.365467446136606	122.94164619549217	117.61866572654462	3726	40	-3686
MOCK2	megahit-m1__c002825_23	5073	603	217.10616563508233	42.79640560518083	40.94345798143339	33	3362	3329
MOCK2	megahit-m1__c002934_3	1392	474	170.66056801165678	122.6009827669948	117.29275193604619	85	41	-44
MOCK2	megahit-m1__c002934_4	1719	558	200.90421297574784	116.87272424418141	111.81250870489019	44	49	5
MOCK2	megahit-m1__c003206_1	429	190	68.40824456163458	159.4597775329477	152.55567865630744	1360	24	-1336
MOCK2	megahit-m1__c003324_3	273	73	26.28316764736486	96.27533936763685	92.10692478271794	9387	99	-9288
MOCK2	megahit-m1__c004170_1	4338	683	245.90963702945479	56.68732988230862	54.23294962030607	21	950	929
MOCK2	megahit-m1__c004598_21	1467	1056	380.20582240571633	259.1723397448646	247.95100551643174	9	9	0
MOCK2	megahit-m1__c004779_8	852	505	181.8219131769761	213.40600138142733	204.16620337593108	70	15	-55
MOCK2	megahit-m1__c005184_11	2574	487	175.34113211324228	68.12009794609257	65.17071535580853	78	262	184
MOCK2	megahit-m1__c005516_2	744	276	99.37197631058496	133.56448428842063	127.7815688711193	485	35	-450
MOCK2	megahit-m1__c005543_26	4209	477	171.74069818894574	40.80320698240573	39.03655849054803	83	3974	3891
MOCK2	megahit-m1__c006283_7	1191	346	124.57501378066084	104.59698890063883	100.06827347947474	243	70	-173
MOCK2	megahit-m1__c006642_5	1230	3383	1218.026796589525	990.2656882841667	947.3903479830961	1	1	0
MOCK2	megahit-m1__c006676_46	3534	525	189.0227810255692	53.486921625797734	51.17110881566564	60	1321	1261
MOCK2	megahit-m1__c006695_21	3372	472	169.94048122679746	50.397532985408496	48.21548083248795	86	1769	1683
MOCK2	megahit-m1__c008844_9	582	264	95.05145560142908	163.31865223613244	156.2474764143494	533	23	-510
MOCK2	megahit-m1__c008949_1	696	209	75.24906901779802	108.11647847384774	103.43538039929813	1033	63	-970
MOCK2	megahit-m1__c009011_171	3507	594	213.86577510321544	60.98254208817092	58.34219286130325	37	583	546
MOCK2	megahit-m1__c010257_7	8685	1075	387.0466468618798	44.564956460780635	42.63543623568923	8	2892	2884
MOCK2	megahit-m1__c011269_1	249	137	49.32594476286282	198.0961637062764	189.5192327555941	3185	16	-3169
MOCK2	megahit-m1__c011624_1	579	161	57.966986181174555	100.11569288631183	95.78100326436233	2162	81	-2081
MOCK2	megahit-m1__c012405_1	2658	603	217.10616563508233	81.6802730004072	78.14377815643778	34	164	130
MOCK2	megahit-m1__c012850_28	3840	663	238.70876918086168	62.16374197418273	59.472250566306954	23	494	471
MOCK2	megahit-m1__c013348_68	6525	679	244.46946345973618	37.46658443827374	35.844401041721675	22	5134	5112
MOCK2	megahit-m1__c014455_16	3819	539	194.06338851958438	50.81523658538475	48.61509920119158	51	1716	1665
MOCK2	megahit-m1__c014538_8	3195	577	207.7450374319113	65.02192094895503	62.206679523650024	42	357	315
MOCK2	megahit-m1__c014565_2	330	98	35.28425245810625	106.92197714577652	102.29259716217666	5966	66	-5900
MOCK2	megahit-m1__c014565_4	993	276	99.37197631058496	100.07248369646017	95.73966489437338	486	82	-404
MOCK2	megahit-m1__c014566_8	13311	600	216.02603545779337	16.229136462909878	15.526466707840974	35	17868	17833
MOCK2	megahit-m2__c000108_7	972	279	100.45210648787392	103.34578856777152	98.8712461233057	466	73	-393
MOCK2	megahit-m2__c000478_4	2085	589	212.06555814106716	101.71009982784996	97.30637747962747	38	77	39
MOCK2	megahit-m2__c000903_1	1242	517	186.14243388613195	149.8731351740193	143.38410728120348	65	28	-37
MOCK2	megahit-m2__c000975_5	1353	455	163.81974355549332	121.07889398040895	115.83656473068788	97	42	-55
MOCK2	megahit-m2__c001369_1	1116	469	168.8603510495085	151.30855828809004	144.75738116076076	87	27	-60
MOCK2	megahit-m2__c001390_2	810	332	119.53440628664566	147.57334109462428	141.18388693736551	280	29	-251
MOCK2	megahit-m2__c001448_21	4059	558	200.90421297574784	49.49598742935399	47.352969318479	45	1919	1874
MOCK2	megahit-m2__c001863_16	4602	517	186.14243388613195	40.4481603403155	38.696884233649435	66	4085	4019
MOCK2	megahit-m2__c001918_72	1929	481	173.18087175866435	89.77753849593797	85.89045792761557	82	125	43
MOCK2	megahit-m2__c001918_74	777	257	92.5311518544215	119.08771152435199	113.9315941129436	575	45	-530
MOCK2	megahit-m2__c002020_1	270	171	61.567420105471115	228.02748187211523	218.1546204785196	1836	13	-1823
MOCK2	megahit-m2__c003090_18	8664	535	192.62321494986577	22.23259637002144	21.26999598265199	54	10790	10736
MOCK2	megahit-m2__c003230_12	2475	456	164.17978694792296	66.33526745370625	63.463162321023894	96	310	214
MOCK2	megahit-m2__c003317_9	7782	771	277.5934555632645	35.67122276577544	34.126772793275705	13	5843	5830
MOCK2	megahit-m2__c003834_19	3012	505	181.8219131769761	60.365841028212515	57.75219298681716	71	627	556
MOCK2	megahit-m2__c003834_96	3624	613	220.7065995593789	60.90137956936504	58.26454442023899	27	589	562
MOCK2	megahit-m2__c004509_2	693	190	68.40824456163458	98.71319561563429	94.4392296443808	1367	87	-1280
MOCK2	megahit-m2__c004532_77	8334	523	188.30269424070988	22.594515747625376	21.616245407575647	62	10568	10506
MOCK2	megahit-m2__c004641_1	1245	343	123.49488360337187	99.19267759306979	94.897951584188	248	84	-164
MOCK2	megahit-m2__c004641_3	933	253	91.09097828470287	97.63234542840608	93.40517681683106	607	92	-515
MOCK2	megahit-m2__c004641_4	1365	372	133.9361419838319	98.12171573907098	93.87335895663308	196	90	-106
MOCK2	megahit-m2__c004987_3	1191	385	138.6167060854174	116.38682290967037	111.3476453456583	170	50	-120
MOCK2	megahit-m2__c005328_1	489	156	56.16676921902628	114.86046875056499	109.88737744478226	2320	53	-2267
MOCK2	megahit-m2__c005354_2	1086	1162	418.3704220032598	385.23979926635343	368.5601468392553	7	5	-2
MOCK2	megahit-m2__c006206_1	1041	280	100.81214988030358	96.84164253631467	92.64870883358941	461	95	-366
MOCK2	megahit-m2__c006524_1	246	202	72.72876527079043	295.64538727963594	282.8448866281192	1152	7	-1145
MOCK2	megahit-m2__c006527_1	1326	724	260.67141611907067	196.58477837033988	188.07328557567064	17	17	0
MOCK2	megahit-m2__c006832_2	1158	326	117.37414593206773	101.3593660898685	96.97082939186993	295	78	-217
MOCK2	megahit-m2__c007222_1	1413	1282	461.5756290948185	326.66357331551205	312.52008431496495	6	6	0
MOCK2	megahit-m2__c007386_43	948	1730	622.8750689033043	657.0412119233167	628.5934267618904	3	3	0
MOCK2	megahit-m2__c007546_1	570	154	55.446682434166966	97.27488146345081	93.06318989942389	2389	94	-2295
MOCK2	megahit-m2__c007546_2	375	103	37.08446942025453	98.89191845401207	94.61021435489484	5493	85	-5408
MOCK2	megahit-m2__c008471_1	4248	539	194.06338851958438	45.68347187372514	43.70552350502604	52	2606	2554
MOCK2	megahit-m2__c009890_1	5058	1691	608.8333765985476	120.37037892418894	115.15872611262307	4	43	39
MOCK2	megahit-m2__c009999_70	2979	499	179.66165282239817	60.30938329049955	57.698179688758835	74	632	558
MOCK2	megahit-m2__c010193_23	3681	482	173.540915151094	47.14504622414942	45.10381635595868	79	2325	2246
MOCK2	megahit-m2__c010395_62	5253	596	214.58586188807476	40.85015455702927	39.08147338519273	36	3957	3921
MOCK2	megahit-m2__c010395_7	4893	515	185.42234710127263	37.89543165772995	36.2546805467868	67	4996	4929
MOCK2	megahit-m2__c010435_119	3546	494	177.86143586024988	50.15832934581215	47.98663394620568	76	1808	1732
MOCK2	megahit-m2__c010973_106	2976	477	171.74069818894574	57.70856793983391	55.20997133290209	84	856	772
MOCK2	megahit-m2__c012130_5	1695	493	177.5013924678202	104.7205855267376	100.18651876656747	77	68	-9
MOCK2	megahit-m2__c012718_45	3870	714	257.0709821947741	66.42661038624654	63.55055039643535	18	307	289
MOCK2	megahit-m2__c014188_2	435	117	42.125076914269705	96.83925727418324	92.6464268456871	4382	96	-4286
MOCK2	megahit-m2__c014188_6	981	298	107.29293094403738	109.37097955559365	104.63556559246557	376	61	-315
MOCK2	megahit-m2__c014319_23	5073	803	289.11484412101345	56.99090165996717	54.52337770993534	12	921	909
MOCK2	megahit-m2__c014803_5	450	140	50.40607494015179	112.01349986700397	107.16367321751841	3041	57	-2984
MOCK2	megahit-m2__c014808_3	480	168	60.48728992818214	126.01518735037946	120.55913236970822	1928	39	-1889
